Protein,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46
P56399,2806148.02220899,2048363.8668942,2770420.60805274,2591823.36493085,2526860.66028747,2606672.39820339,2909193.88300427,1914018.6573998,2920693.66565447,2879445.41011513,2481402.82297112,2682461.88402858,2973459.31367312,2568211.07356068,2880052.19556885,2800841.55712922,2414253.40649656,2832031.53114115,2870800.41284072,2629425.89442444,2965813.60153295,2518669.4021913,2648601.75645136,2681221.60144045,3007713.51292377,2662702.58556634,2833629.68275402,2132960.52626795,2241887.35801944,2859534.04714299,2648193.05382728,2942257.93007417,967345.849879104,970456.080219678,931453.702003848,1088783.37256746,1065483.11299742,1231547.76603586,980589.294488339,1008969.77820869,1175060.41507967,981091.124431591,1106416.75157098,1083660.91074123,1258753.73186695,1140798.87459402
P56480,63077327.2818282,67368411.6222981,52110292.3895635,59974615.7482292,61924710.2603344,60646822.4632506,72164955.0589894,74314245.5243962,60244755.9094698,61228355.9325596,72083004.5405342,64249288.6739103,65752722.9363189,69119754.8192874,64727952.73431,63655489.934755,67051323.6005979,64745771.3685133,52307822.4688417,62895867.3946327,70838137.8207872,68377938.8485529,62536430.3606572,64887556.2281687,62386142.476546,71785681.4277226,69758810.7354352,51133919.7591915,67799012.8433299,66333408.8486913,69054147.9858758,48837478.5672176,20153038.539148,18818409.2077381,17317456.0658582,21868725.859261,19831984.949952,20561493.1372943,19253579.7547939,22947365.7521799,26892322.2511523,18246461.0992417,22226248.0182843,25574397.493493,21947500.9658853,22715021.8392616
P56546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49393.681250206,94603.6007932567,3765.3378808158,56969.225295633,118062.628227717,108519.099743493,82131.1003563916,76096.2146732657,77442.7052358856,133953.403184735,125692.316726504,122038.223117994,103098.846597673,64696.3619479322,87066.8162981135,22213.1269231498,15864.8472244608,23670.6056284806,34315.2879174574,25976.0116599371,28593.3263940499,34775.8456036199,26340.36146651,40929.9567400235,36126.1591613128,36717.3700742582,33290.0631779706,45573.3402409264,40508.4556133498
P56564,18422971.7979807,28130863.7720137,21327841.1889775,19726164.1767775,24188041.188936,34316798.2389739,13289084.6791603,59846780.5553178,22493700.4698165,19374707.0346037,21843334.7092528,22065412.2718479,17728549.870202,23039918.2730958,18549488.7172231,19978030.6872154,34286455.9410017,35471910.0870205,32181570.4642288,36180900.3072803,34672281.3128853,32565608.2861453,25842260.1931539,24619395.3738213,27951542.540599,34624887.1016868,35137008.0661499,28185549.8113979,32633924.8485895,30540601.7279898,26705406.7453468,36327878.5243853,11554408.7624449,9704560.80219678,10861836.3489998,10120101.8604027,9410471.2899772,9434726.79893556,8432769.42748724,10893302.0302177,11119699.2299486,9994292.76290124,9693385.69960415,11270073.4717088,9915106.3187058,11849669.7261481
P56565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,335763.814096791,376650.658182073,311599.333066342,402828.047025825,381928.514154244,254818.505924823,316360.765353913,447534.758009949,265699.073579838,282851.190408146,280271.735894216,142832.1780983,217860.827936567,250938.702096222,270406.210559578,232178.176794969,162119.998914924,115610.854773996,89046.5640309509,43155.8366690736,122102.809299704,29021.6908344102,12596.9157465473,34376.4039478181,55756.222379955,139369.954124862,29667.6350200006,77416.7354633535,7617.07386463077,19433.963129146
P56695,961410.713695948,851208.984687145,750871.934642867,866005.144801127,1280054.4134351,520456.812166536,775314.292121041,156356.453703082,889285.832527629,823157.442519902,1057217.39992783,703064.606701038,920089.297061117,1041023.83022933,822035.236836937,917618.370290236,539656.643805114,388093.209823047,526143.1361612,465934.268492012,439537.843104884,521443.274672417,350387.940697212,362812.14235105,444248.85102549,695423.788831062,516235.807658096,342797.227435921,486344.918796154,509658.449218684,363148.836495301,455349.441559099,235566.628257597,297887.822884823,428325.24470584,379213.012240377,440970.018298932,418726.240452192,446265.143153749,370550.847749208,451097.018406425,397020.98773727,421025.84351816,335501.417965485,512538.69902685,478277.404282229
P56726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29199.5136167211,27679.09515757,35454.673365603,36292.7790855821,33286.6257199194,37696.0707517063,32387.8047038005,17947.1615415882,60251.419940998,39151.954217971,49250.2323929383,33983.606160845,41183.8400477494,45051.4599812021
P56812,629553.2084608,605405.320659841,557382.241382041,639552.318377135,640858.410882118,502025.795209541,642564.668333468,490635.768516569,597216.465962182,543776.307932523,553073.234838281,561370.047504368,668747.83054686,624614.298137597,636540.349664707,570940.778953263,419958.36566789,486308.44474141,131791.193329699,110435.887565827,420334.733454671,515540.143261032,NaN,432583.708187791,146665.888616071,334544.683827566,419377.193047595,144736.607139611,293795.722321096,107961.999739072,440248.127935842,140107.520479723,193469.169975821,177213.718996637,213137.920810562,252420.931460619,217762.971999472,257018.664216179,255221.871168198,230366.551130833,287061.738985906,201719.670443878,215408.571102315,211530.609776688,254332.805310553,294033.338252664
P56873,131766.950608074,143840.662653015,118732.311773689,102611.436973372,NaN,109708.434267819,110860.058163027,106034.836419332,170010.526806753,155211.741437433,96110.6727207123,106108.673719034,133525.154085699,173327.825540721,138633.020939246,114579.881882559,126799.02345045,91158.9947397626,57926.8268356118,143040.76865669,NaN,145610.574814185,103001.179417553,137549.65836386,129661.147906961,118017.220825468,127770.938422363,72273.0821177399,94918.6179806619,147839.85549855,108385.960430905,130099.840445457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P56959,2061908.76414486,2175817.61861206,2077815.45603956,1857620.84175931,1820337.12040446,2764652.54354905,1553453.04432267,3657303.25615831,2415021.32951131,2440570.83087825,1852314.78334464,2249806.74144332,2277782.04028545,2092616.4303087,2128309.75808138,2066355.13480512,3743107.17225728,4109783.13104996,3453133.59266962,3355147.44128559,3520570.10253913,3158175.30509143,2133595.8593636,1973538.57652494,2199988.32924106,3842874.79382101,2493594.12082354,2218659.83312693,2946997.09159007,3958606.65709932,3206883.57151236,3172434.5708623,528457.455026548,627842.890159514,514400.174263952,474597.880349919,663399.339698393,412300.773846788,577607.392643816,658955.483467266,655352.486531012,591405.397437735,607060.518561068,645861.902801774,620985.174387695,550208.306773225
P57716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37708.5743332503,40590.3803987535,46111.5694061312,53508.5845492556,39275.1074499049,50332.8217423351,40745.9478531684,52680.7229330199,23816.6607620175,17879.698062071,30353.0259280534,16731.7244618446,26853.4129464949,26248.4696809245
P57722,183009.653622325,168421.029055745,194589.066517991,132687.202982808,198657.795331811,252768.232553056,275384.857857201,318104.509257996,165651.282529657,164845.573664584,195716.278994905,136286.369914355,170553.137991817,189180.980315786,153277.354137054,156690.436762474,220123.104709981,117286.154319987,357573.005158097,367067.854861652,161092.75317679,515540.143261032,91137.6507167812,88011.8466197739,NaN,276023.747881053,123649.295247448,123787.887685194,108478.420549328,105044.107854232,138555.2483859,93872.0387214143,100317.34739487,125737.353002376,95194.7732851018,134934.691472036,158655.879599616,138147.532016196,159700.235175422,129469.573309964,190060.107405504,86739.4582908677,150785.99977162,95362.1601452282,158796.624635523,147647.6419552
P57746,3586989.21099757,4825034.88646189,4100662.24922093,5289796.49224795,5618940.15248134,4756957.70985264,3897754.9112096,3971813.36418175,6303467.22468114,4656352.24312298,5530732.34838281,4402266.07580496,5419550.37171365,4386039.48776823,4559269.06891746,5004300.82410151,5041529.17238988,4462595.13998,4914074.72802985,4922285.27436256,5163502.81705738,5302979.71789496,4855769.88682749,4086620.28472337,5260841.6568808,5364419.12843035,5605434.71788432,5646632.10748614,4809209.97768686,5475910.43721601,4838259.88315278,5254032.0179896,2042174.571967,1426148.50049674,1619028.43692638,1709948.24537838,1874317.00899546,1724166.8724502,967156.564426856,1446487.64663546,2200280.91145791,1989689.47665098,2046381.42547199,2375384.71634478,1562145.6569836,1905537.9431825
P57759,1052915.54050711,1456614.30534699,1308254.17602491,1052651.81033028,1147061.74710418,1860655.04518222,1245586.89553872,2192584.75307771,1107248.04638244,1091834.31907711,1100904.06934634,976718.984386211,1357692.74322433,1289389.92170536,1122732.21183192,1145798.81882559,746592.650076249,600733.961151154,530229.684791579,245062.493360358,570759.092381343,605070.96966705,580301.287611392,749545.964417555,280578.221700309,630075.410357457,273058.860338114,643697.015963006,592111.378831748,762542.412571466,755349.579910227,598459.266049101,309908.948202009,222782.961024343,296138.745741598,364091.020954718,349976.204999152,293429.641646805,328355.623725167,331263.528951702,232646.189562754,288825.891771917,199742.493203964,232336.89926292,293063.689367997,304128.903514558
P57776,1586083.66472682,1574964.21765643,1539122.5600293,1618783.87639026,1487855.45457716,1448151.33233522,1638186.84674027,1824158.62653596,1708823.75662172,1541413.15634416,1563982.7651825,1525109.37761302,1593325.36808145,1500765.31870624,1337515.76539977,1625663.28141066,1663603.1876699,1659169.98794128,1675484.93845508,1577655.53665467,1664269.5030185,1898840.60399578,2023237.45284479,1465202.88257155,1572938.51559264,1570311.78123143,1762002.45727614,1114090.98916674,1952611.5698879,1381135.4921575,1474942.96668861,1491144.32510562,480985.853134333,509700.410828422,542067.115907631,613022.262118646,512520.709098759,548306.483661183,611935.48057872,466983.357524906,499992.149772156,493296.284994576,551250.116048196,454270.653782724,506083.551683943,551470.252430962
P57780,1561682.37757718,1574964.21765643,1605084.95545913,1521479.9275362,1654096.28749081,1632461.50190515,1172150.93344347,1006432.34567501,2109874.23011457,2280006.96042573,2079485.46432086,1633273.16325933,2120693.62371404,1638159.32675681,1718268.42854277,1890078.39344734,2272238.50023206,2088265.67447782,2063707.05834102,2177164.64058344,1952316.1477717,2184158.62221276,2124399.32548703,1784158.61211093,2189360.36629787,2165274.63002098,2081429.80333204,2371014.15643179,2323246.17343144,1867450.80629747,1821331.08765336,2461889.28842942,528457.455026548,635437.763830799,641463.165516403,676999.917557973,692952.885898322,584717.461091807,541786.779146526,600024.505271007,671125.109552216,575817.96835798,634476.154883181,599047.751457751,682954.588879606,553994.143746436
P57784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30379.4946851377,29613.8745741598,48506.6951239991,33986.5781299177,50118.6395221549,30596.774028936,34376.4039478181,30756.6148913471,28699.2076586063,55418.7505654137,38925.099913825,33954.0750236931,36470.2295085922
P58021,195210.297197147,194822.16334016,295731.406177059,255644.01108021,281778.211788635,200108.184104503,204773.355842534,221055.675925048,204012.632168103,184113.238118886,255130.149404073,189286.624881049,158210.476689777,240967.952581002,223570.153486531,216428.665778167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,103900.10980183,140927.100344945,173174.560658581,136097.921570933,157878.154699618,141360.265318898,124476.631903086,151791.91353582,116717.410356907,138453.046531935,94192.2933638303,76029.6494976048,160087.654104104,95655.4808564459
P58044,190330.039767218,204836.38668942,169303.481603223,180454.596056619,NaN,86976.8466875271,201948.895761947,159052.254628998,173497.92222843,211944.308997322,225423.214199489,161164.040613007,232266.444502014,277958.647056156,288005.219556884,167462.904289894,122741.454700035,301320.526545658,83569.9194912353,254528.426580286,378727.995879209,305978.978156834,474541.14803087,54720.8423491007,239129.166221854,356977.709273729,207112.569539476,179016.329883203,208820.959557456,296652.341625379,367618.360636783,386296.449322664,78014.6514115463,62446.7390750054,48160.9724908481,23729.894017496,63384.5793498465,32341.5152472025,22387.8834358068,52144.9867675994,55677.3592648489,52630.4958339937,46900.3207081857,53749.581172765,24529.5599030482,17162.4609452199
P58252,4416632.97408545,4014793.17911263,4210599.57493731,4210607.24132111,4023028.15651031,4002163.68209005,4872193.63901201,3953841.35800898,4115126.59757883,4260294.69600677,4237606.93359504,4834921.21839022,4634108.2888566,4438883.33701845,4256619.51616277,4485263.75232581,2728714.98465368,2908315.20874765,2972964.12860018,2892368.48386689,3189849.88078545,3256560.82861453,2685387.89195763,3737762.45553967,2476315.36576409,2691963.05353959,2802717.35894216,2390058.44684489,2585402.35642565,3375028.28013136,3296274.05434197,2892219.52990285,1800338.10949722,1831208.42963192,1506311.26726695,1384243.81768726,1703217.53099588,1638493.98437814,1347750.58283557,1491132.32708717,1766533.77837481,2136394.69151926,1644938.17932677,1950589.63933421,1497594.18355453,1552193.15901621
P58281,1622685.59545128,2585490.3919909,2374646.23547378,1786854.33350181,1662408.32913649,2159061.98639069,2767970.87897494,1976920.67900449,2083718.764452,3072122.05465815,2560038.82792443,2076744.68440922,2490973.46277522,2156029.04940896,2762897.52998638,2301390.78994883,2677995.3752735,1840343.72225671,2615391.12344209,2734602.93020142,2752445.71653059,1869324.94693885,2032433.98672136,2322396.40570865,2614478.88402561,2984567.73327216,3019103.62562519,3047086.46609707,2305166.43667321,2840081.4345774,2637019.24347357,2952265.61010845,638627.399040557,789866.861813582,799267.203039607,621164.872810923,563072.827598636,735715.926318813,717904.795508206,568773.228954809,883266.889187404,1081950.95965353,737284.791091104,471609.228354584,680372.529942443,694070.111755214
P58389,1781293.96192397,1766144.84523322,1594091.22288749,1583400.62226151,1812025.07875878,1772888.29776796,2443157.96970747,1869088.64196788,1865756.55059718,1766202.57497768,1826102.78169353,1579191.27043618,1907502.20122427,1796690.87450747,1874474.64931938,1743181.10898252,1531732.20328143,1487531.71332667,1409859.2774805,1335748.35436762,1440233.223766,1643038.24283573,1287514.74271941,1405398.68328292,1317867.404956,1502037.3559605,1504399.75884395,1161701.71519951,1256541.70469638,1527030.08639949,1441421.53562751,1451113.60496856,779250.823513723,731639.497000401,571783.460636026,359438.100559131,772280.825698129,375889.796416161,389549.171783038,452697.059780358,604091.461712101,935245.744785254,551250.116048196,788905.143019616,436367.960380542,453038.491127495
P58404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,558930.095369582,566406.306228231,570073.533937767,501694.460656184,668908.319482433,553910.497435039,616167.769730004,579103.996444945,356036.758596983,414523.2962878,628550.584174528,481820.5474516,604767.194562504,516466.863616643,491647.65556287,731561.410504838,83478.3640821597,62362.3515897689,110667.766574715,100968.372584248,97215.6124997645,109232.932291876,142088.433539254,100896.977820869,104887.943091004,111862.72633706,88611.253112543,114434.592174274,115288.931544327,101839.014579356
P58660,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44515.8229064736,53164.1156989911,28999.0536487447,26056.3542152897,29086.9112599295,37160.6152012559,39850.4325157361,49287.7272186898,58753.0207539836,59690.6842995295,51893.8830382848,37104.5495837797,40538.3253134586,36848.8132059132
P58771,1342070.79323039,730127.920555176,1091677.64436364,1220722.26744183,818736.102099722,1000540.92052251,762604.2217584,762013.061725367,1185714.44337017,1102538.57710728,1205752.07595075,1200618.02067408,984046.723808049,805340.262573349,1249649.76621292,1136005.66652794,1552020.04703351,1888021.02076077,1736783.16791076,2166646.93700574,2251031.18677502,1456105.74814184,928849.921533289,1913734.37723631,2157476.47746829,1970204.8435326,1741394.24140156,1713986.1371796,1735654.72878925,1828545.58116627,1575507.25987193,1150883.20394058,73804.9055833688,68944.5754382154,157804.037523204,47343.4650251022,63617.8968198459,113516.576695479,99402.2024549824,NaN,85172.1643144998,NaN,125328.623186801,71521.6201089211,165251.77197843,127456.511431412
